,0
3458,44291.60000000001
3459,44314.900000000016
3460,44386.80000000002
3461,44276.30000000002
3462,44531.500000000015
3463,44483.70000000001
3464,44442.90000000002
3465,44307.000000000015
3466,44449.000000000015
3467,44131.000000000015
3468,44348.000000000015
3469,44401.3
3470,44234.3
3471,44347.3
3472,44310.8
3473,44347.7
3474,44262.700000000004
3475,44441.8
3476,44353.700000000004
3477,44451.00000000001
3478,44416.50000000001
3479,44275.00000000001
3480,44615.0
3481,44595.9
3482,44675.80000000001
3483,44415.50000000001
3484,44517.00000000001
3485,44252.50000000001
3486,44317.30000000001
3487,44321.600000000006
3488,44341.20000000001
3489,44365.000000000015
3490,44163.000000000015
3491,44464.000000000015
3492,44402.70000000001
3493,44366.70000000001
3494,44373.00000000001
3495,44315.700000000004
3496,44363.100000000006
3497,44419.4
3498,44099.50000000001
3499,44306.50000000001
3500,44256.8
3501,44309.40000000001
3502,44309.50000000001
3503,44460.40000000001
3504,44329.50000000001
3505,44587.200000000004
3506,44479.200000000004
3507,44319.4
3508,44213.3
3509,44330.0
3510,44224.2
3511,44456.600000000006
3512,44220.7
3513,44445.09999999999
3514,44360.99999999999
3515,44196.69999999999
3516,44396.899999999994
3517,44221.299999999996
3518,44397.9
3519,44355.2
3520,44422.69999999999
3521,44329.39999999999
3522,44559.39999999999
3523,44416.999999999985
3524,44567.999999999985
3525,44200.69999999998
3526,44295.79999999999
3527,44320.89999999999
3528,44309.399999999994
3529,44416.29999999998
3530,44193.89999999998
3531,44366.899999999994
3532,44372.799999999996
3533,44430.19999999999
3534,44252.1
3535,44351.299999999996
3536,44497.49999999999
3537,44094.99999999999
3538,44345.499999999985
3539,44407.69999999999
3540,44276.89999999999
3541,44360.299999999996
3542,44293.69999999999
3543,44333.299999999996
3544,44495.59999999999
3545,44224.59999999999
3546,44222.29999999999
3547,44308.999999999985
3548,44200.49999999998
3549,44381.999999999985
3550,44269.499999999985
3551,44227.699999999975
3552,44434.99999999998
3553,44253.69999999998
3554,44405.69999999998
3555,44286.39999999998
3556,44313.79999999999
3557,44400.29999999999
3558,44215.99999999999
3559,44412.999999999985
3560,44172.099999999984
3561,44377.99999999998
3562,44243.39999999999
3563,44355.99999999998
3564,44303.59999999998
3565,44511.99999999998
3566,44662.89999999998
3567,44539.89999999998
3568,44488.59999999998
3569,44201.19999999998
3570,44453.99999999998
3571,44205.99999999998
3572,44305.39999999998
3573,44310.49999999997
3574,44322.799999999974
3575,44225.89999999998
3576,44261.199999999975
3577,44327.79999999998
3578,44264.39999999997
3579,44284.299999999974
3580,44355.59999999998
3581,44292.09999999998
3582,44406.09999999996
3583,44413.49999999997
3584,44355.69999999997
3585,44550.99999999997
3586,44436.49999999997
3587,44413.79999999997
3588,44348.799999999974
3589,44331.89999999997
3590,44273.399999999965
3591,44453.799999999974
3592,44282.39999999997
3593,44461.39999999998
3594,44333.699999999975
3595,44252.799999999974
3596,44389.49999999998
3597,44252.49999999998
3598,44260.49999999998
3599,44410.59999999998
3600,44279.299999999974
3601,44397.89999999998
3602,44211.599999999984
3603,44478.999999999985
3604,44165.29999999998
3605,44396.99999999998
3606,44374.299999999974
3607,44479.29999999998
3608,44389.699999999975
3609,44354.29999999997
3610,44400.49999999997
3611,44244.799999999974
3612,44306.799999999974
3613,44253.699999999975
3614,44396.09999999997
3615,44259.99999999997
3616,44302.09999999997
3617,44487.19999999996
3618,44292.59999999997
3619,44425.999999999956
3620,44314.999999999956
3621,44454.999999999956
3622,44273.29999999996
3623,44481.799999999974
3624,44364.799999999974
3625,44247.49999999997
3626,44445.19999999996
3627,44152.29999999997
3628,44345.399999999965
3629,44471.29999999997
3630,44248.69999999997
3631,44493.99999999997
3632,44304.69999999997
3633,44527.39999999997
3634,44427.99999999997
3635,44369.39999999997
3636,44405.39999999997
3637,44541.99999999997
3638,44161.39999999997
3639,44284.299999999974
3640,44517.39999999997
3641,44146.59999999997
3642,44442.99999999998
3643,44289.89999999997
3644,44595.59999999998
3645,44537.799999999974
3646,44511.799999999974
3647,44210.99999999998
3648,44313.299999999974
3649,44403.49999999998
3650,44199.599999999984
3651,44338.89999999999
3652,44480.39999999998
3653,44197.39999999998
3654,44447.299999999996
3655,44443.299999999996
3656,44306.29999999999
3657,44307.99999999999
3658,44518.09999999999
3659,44261.99999999999
3660,44554.99999999999
3661,44420.1
3662,44535.99999999999
3663,44397.6
3664,44634.69999999999
3665,44543.999999999985
3666,44492.69999999998
3667,44503.99999999999
3668,44249.79999999998
3669,44515.99999999999
3670,44191.499999999985
3671,44448.99999999999
3672,44362.499999999985
3673,44420.89999999999
3674,44319.799999999996
3675,44175.69999999998
3676,44249.19999999998
3677,44381.499999999985
3678,44370.29999999999
3679,44381.599999999984
3680,44350.29999999998
3681,44264.999999999985
3682,44327.799999999974
3683,44304.499999999985
3684,44383.09999999998
3685,44364.89999999998
3686,44318.89999999999
3687,44438.999999999985
3688,44234.79999999998
3689,44316.599999999984
3690,44508.29999999998
3691,44117.39999999998
3692,44306.09999999998
3693,44228.89999999999
3694,44329.09999999999
3695,44271.59999999999
3696,44340.89999999999
3697,44302.89999999999
3698,44350.19999999999
3699,44311.99999999999
3700,44410.79999999999
3701,44241.59999999999
3702,44521.8
3703,44249.7
3704,44676.80000000001
3705,44480.30000000001
3706,44432.00000000001
3707,44345.40000000001
3708,44366.200000000004
3709,44381.30000000001
3710,44304.400000000016
3711,44294.60000000001
3712,44345.000000000015
3713,44287.20000000001
3714,44284.900000000016
3715,44312.10000000001
3716,44387.10000000001
3717,44244.000000000015
3718,44469.2
3719,44436.4
3720,44358.8
3721,44324.2
3722,44368.90000000001
3723,44317.70000000001
3724,44330.700000000004
3725,44210.700000000004
3726,44220.90000000001
3727,44503.1
3728,44207.9
3729,44210.600000000006
3730,44242.50000000001
3731,44312.40000000001
3732,44233.20000000001
3733,44423.30000000001
3734,44134.200000000004
3735,44489.00000000001
3736,44222.600000000006
3737,44421.00000000001
3738,44460.00000000001
3739,44369.00000000001
3740,44464.00000000001
3741,44093.20000000001
3742,44383.00000000001
3743,44173.30000000001
3744,44516.00000000001
3745,44215.600000000006
3746,44361.700000000004
3747,44317.80000000001
3748,44280.60000000001
3749,44312.700000000004
3750,44360.8
3751,44400.4
3752,44383.99999999999
3753,44374.0
3754,44248.1
3755,44334.2
3756,44269.799999999996
3757,44509.9
3758,44116.9
3759,44385.2
3760,44417.100000000006
3761,44421.0
3762,44411.3
3763,44560.00000000001
3764,44295.20000000001
3765,44563.00000000001
3766,44265.20000000001
3767,44429.30000000001
3768,44297.600000000006
3769,44401.60000000001
3770,44335.000000000015
3771,44165.40000000001
3772,44530.000000000015
3773,44267.500000000015
3774,44424.000000000015
3775,44186.80000000001
3776,44487.000000000015
3777,44134.30000000002
3778,44326.60000000001
3779,44364.20000000002
3780,44278.900000000016
3781,44457.70000000002
3782,44385.80000000002
3783,44312.70000000001
3784,44250.70000000001
3785,44403.30000000002
3786,44268.20000000001
3787,44480.00000000001
3788,44123.70000000001
3789,44409.000000000015
3790,44294.90000000001
3791,44285.60000000001
3792,44263.8
3793,44336.8
3794,44394.3
3795,44406.5
3796,44322.7
3797,44536.00000000001
3798,44219.80000000001
3799,44431.200000000004
3800,44396.90000000001
3801,44400.00000000001
3802,44279.50000000001
3803,44308.80000000001
3804,44377.50000000001
3805,44292.80000000001
3806,44289.100000000006
3807,44291.60000000001
3808,44314.900000000016
3809,44386.80000000002
3810,44276.30000000002
3811,44531.500000000015
3812,44483.70000000001
3813,44442.90000000002
3814,44307.000000000015
3815,44449.000000000015
3816,44131.000000000015
3817,44348.000000000015
3818,44401.3
3819,44234.3
3820,44347.3
3821,44310.8
3822,44347.7
3823,44262.700000000004
3824,44441.8
3825,44353.700000000004
3826,44451.00000000001
3827,44416.50000000001
3828,44275.00000000001
3829,44615.0
3830,44595.9
3831,44675.80000000001
3832,44415.50000000001
3833,44517.00000000001
3834,44252.50000000001
3835,44317.30000000001
3836,44321.600000000006
3837,44341.20000000001
3838,44365.000000000015
3839,44163.000000000015
3840,44464.000000000015
3841,44402.70000000001
3842,44366.70000000001
3843,44373.00000000001
3844,44315.700000000004
3845,44363.100000000006
3846,44419.4
3847,44099.50000000001
3848,44306.50000000001
3849,44256.8
3850,44309.40000000001
3851,44309.50000000001
3852,44460.40000000001
3853,44329.50000000001
3854,44587.200000000004
3855,44479.200000000004
3856,44319.4
3857,44213.3
3858,44330.0
3859,44224.2
3860,44456.600000000006
3861,44220.7
3862,44445.09999999999
3863,44360.99999999999
3864,44196.69999999999
3865,44396.899999999994
3866,44221.299999999996
3867,44397.9
3868,44355.2
3869,44422.69999999999
3870,44329.39999999999
3871,44559.39999999999
3872,44416.999999999985
3873,44567.999999999985
3874,44200.69999999998
3875,44295.79999999999
3876,44320.89999999999
3877,44309.399999999994
3878,44416.29999999998
3879,44193.89999999998
3880,44366.899999999994
3881,44372.799999999996
3882,44430.19999999999
3883,44252.1
3884,44351.299999999996
3885,44497.49999999999
3886,44094.99999999999
3887,44345.499999999985
3888,44407.69999999999
3889,44276.89999999999
3890,44360.299999999996
3891,44293.69999999999
3892,44333.299999999996
3893,44495.59999999999
3894,44224.59999999999
3895,44222.29999999999
3896,44308.999999999985
3897,44200.49999999998
3898,44381.999999999985
3899,44269.499999999985
3900,44227.699999999975
3901,44434.99999999998
3902,44253.69999999998
3903,44405.69999999998
3904,44286.39999999998
3905,44313.79999999999
3906,44400.29999999999
3907,44215.99999999999
3908,44412.999999999985
3909,44172.099999999984
3910,44377.99999999998
3911,44243.39999999999
3912,44355.99999999998
3913,44303.59999999998
3914,44511.99999999998
3915,44662.89999999998
3916,44539.89999999998
3917,44488.59999999998
3918,44201.19999999998
3919,44453.99999999998
3920,44205.99999999998
3921,44305.39999999998
3922,44310.49999999997
3923,44322.799999999974
3924,44225.89999999998
3925,44261.199999999975
3926,44327.79999999998
3927,44264.39999999997
3928,44284.299999999974
3929,44355.59999999998
3930,44292.09999999998
3931,44406.09999999996
3932,44413.49999999997
3933,44355.69999999997
3934,44550.99999999997
3935,44436.49999999997
3936,44413.79999999997
3937,44348.799999999974
3938,44331.89999999997
3939,44273.399999999965
3940,44453.799999999974
3941,44282.39999999997
3942,44461.39999999998
3943,44333.699999999975
3944,44252.799999999974
3945,44389.49999999998
3946,44252.49999999998
3947,44260.49999999998
3948,44410.59999999998
3949,44279.299999999974
3950,44397.89999999998
3951,44211.599999999984
3952,44478.999999999985
3953,44165.29999999998
3954,44396.99999999998
3955,44374.299999999974
3956,44479.29999999998
3957,44389.699999999975
3958,44354.29999999997
3959,44400.49999999997
3960,44244.799999999974
3961,44306.799999999974
3962,44253.699999999975
3963,44396.09999999997
3964,44259.99999999997
3965,44302.09999999997
3966,44487.19999999996
3967,44292.59999999997
3968,44425.999999999956
3969,44314.999999999956
3970,44454.999999999956
3971,44273.29999999996
3972,44481.799999999974
3973,44364.799999999974
3974,44247.49999999997
3975,44445.19999999996
3976,44152.29999999997
3977,44345.399999999965
3978,44471.29999999997
3979,44248.69999999997
3980,44493.99999999997
3981,44304.69999999997
3982,44527.39999999997
3983,44427.99999999997
3984,44369.39999999997
3985,44405.39999999997
3986,44541.99999999997
3987,44161.39999999997
3988,44284.299999999974
3989,44517.39999999997
3990,44146.59999999997
3991,44442.99999999998
3992,44289.89999999997
3993,44595.59999999998
3994,44537.799999999974
3995,44511.799999999974
3996,44210.99999999998
3997,44313.299999999974
3998,44403.49999999998
3999,44199.599999999984
4000,44338.89999999999
4001,44480.39999999998
4002,44197.39999999998
4003,44447.299999999996
4004,44443.299999999996
4005,44306.29999999999
4006,44307.99999999999
4007,44518.09999999999
4008,44261.99999999999
4009,44554.99999999999
4010,44420.1
4011,44535.99999999999
4012,44397.6
4013,44634.69999999999
4014,44543.999999999985
4015,44492.69999999998
4016,44503.99999999999
4017,44249.79999999998
4018,44515.99999999999
4019,44191.499999999985
4020,44448.99999999999
4021,44362.499999999985
4022,44420.89999999999
4023,44319.799999999996
4024,44175.69999999998
4025,44249.19999999998
4026,44381.499999999985
4027,44370.29999999999
4028,44381.599999999984
4029,44350.29999999998
4030,44264.999999999985
4031,44327.799999999974
4032,44304.499999999985
4033,44383.09999999998
4034,44364.89999999998
4035,44318.89999999999
4036,44438.999999999985
4037,44234.79999999998
4038,44316.599999999984
4039,44508.29999999998
4040,44117.39999999998
4041,44306.09999999998
4042,44228.89999999999
4043,44329.09999999999
4044,44271.59999999999
4045,44340.89999999999
4046,44302.89999999999
4047,44350.19999999999
4048,44311.99999999999
4049,44410.79999999999
4050,44241.59999999999
4051,44521.8
4052,44249.7
4053,44676.80000000001
4054,44480.30000000001
4055,44432.00000000001
4056,44345.40000000001
4057,44366.200000000004
4058,44381.30000000001
4059,44304.400000000016
4060,44294.60000000001
4061,44345.000000000015
4062,44287.20000000001
4063,44284.900000000016
4064,44312.10000000001
4065,44387.10000000001
4066,44244.000000000015
4067,44469.2
4068,44436.4
4069,44358.8
4070,44324.2
4071,44368.90000000001
4072,44317.70000000001
4073,44330.700000000004
4074,44210.700000000004
4075,44220.90000000001
4076,44503.1
4077,44207.9
4078,44210.600000000006
4079,44242.50000000001
4080,44312.40000000001
4081,44233.20000000001
4082,44423.30000000001
4083,44134.200000000004
4084,44489.00000000001
4085,44222.600000000006
4086,44421.00000000001
4087,44460.00000000001
4088,44369.00000000001
4089,44464.00000000001
4090,44093.20000000001
4091,44383.00000000001
4092,44173.30000000001
4093,44516.00000000001
4094,44215.600000000006
4095,44361.700000000004
4096,44317.80000000001
4097,44280.60000000001
4098,44312.700000000004
4099,44360.8
4100,44400.4
4101,44383.99999999999
4102,44374.0
4103,44248.1
4104,44334.2
4105,44269.799999999996
4106,44509.9
4107,44116.9
4108,44385.2
4109,44417.100000000006
4110,44421.0
4111,44411.3
4112,44560.00000000001
4113,44295.20000000001
4114,44563.00000000001
4115,44265.20000000001
4116,44429.30000000001
4117,44297.600000000006
4118,44401.60000000001
4119,44335.000000000015
4120,44165.40000000001
4121,44530.000000000015
4122,44267.500000000015
4123,44424.000000000015
4124,44186.80000000001
4125,44487.000000000015
4126,44134.30000000002
4127,44326.60000000001
4128,44364.20000000002
4129,44278.900000000016
4130,44457.70000000002
4131,44385.80000000002
4132,44312.70000000001
4133,44250.70000000001
4134,44403.30000000002
4135,44268.20000000001
4136,44480.00000000001
4137,44123.70000000001
4138,44409.000000000015
4139,44294.90000000001
4140,44285.60000000001
4141,44263.8
4142,44336.8
4143,44394.3
4144,44406.5
4145,44322.7
4146,44536.00000000001
4147,44219.80000000001
4148,44431.200000000004
4149,44396.90000000001
4150,44400.00000000001
4151,44279.50000000001
4152,44308.80000000001
4153,44377.50000000001
4154,44292.80000000001
4155,44289.100000000006
4156,44291.60000000001
4157,44314.900000000016
4158,44386.80000000002
4159,44276.30000000002
4160,44531.500000000015
4161,44483.70000000001
4162,44442.90000000002
4163,44307.000000000015
4164,44449.000000000015
4165,44131.000000000015
4166,44348.000000000015
4167,44401.3
4168,44234.3
4169,44347.3
4170,44310.8
4171,44347.7
4172,44262.700000000004
4173,44441.8
4174,44353.700000000004
4175,44451.00000000001
4176,44416.50000000001
4177,44275.00000000001
4178,44615.0
4179,44595.9
4180,44675.80000000001
4181,44415.50000000001
4182,44517.00000000001
4183,44252.50000000001
4184,44317.30000000001
4185,44321.600000000006
4186,44341.20000000001
4187,44365.000000000015
4188,44163.000000000015
4189,44464.000000000015
4190,44402.70000000001
4191,44366.70000000001
4192,44373.00000000001
4193,44315.700000000004
4194,44363.100000000006
4195,44419.4
4196,44099.50000000001
4197,44306.50000000001
4198,44256.8
4199,44309.40000000001
4200,44309.50000000001
4201,44460.40000000001
4202,44329.50000000001
4203,44587.200000000004
4204,44479.200000000004
4205,44319.4
4206,44213.3
4207,44330.0
4208,44224.2
4209,44456.600000000006
4210,44220.7
4211,44445.09999999999
4212,44360.99999999999
4213,44196.69999999999
4214,44396.899999999994
4215,44221.299999999996
4216,44397.9
4217,44355.2
4218,44422.69999999999
4219,44329.39999999999
4220,44559.39999999999
4221,44416.999999999985
4222,44567.999999999985
4223,44200.69999999998
4224,44295.79999999999
4225,44320.89999999999
4226,44309.399999999994
4227,44416.29999999998
4228,44193.89999999998
4229,44366.899999999994
4230,44372.799999999996
4231,44430.19999999999
4232,44252.1
4233,44351.299999999996
4234,44497.49999999999
4235,44094.99999999999
4236,44345.499999999985
4237,44407.69999999999
4238,44276.89999999999
4239,44360.299999999996
4240,44293.69999999999
4241,44333.299999999996
4242,44495.59999999999
4243,44224.59999999999
4244,44222.29999999999
4245,44308.999999999985
4246,44200.49999999998
4247,44381.999999999985
4248,44269.499999999985
4249,44227.699999999975
4250,44434.99999999998
4251,44253.69999999998
4252,44405.69999999998
4253,44286.39999999998
4254,44313.79999999999
4255,44400.29999999999
4256,44215.99999999999
4257,44412.999999999985
4258,44172.099999999984
4259,44377.99999999998
4260,44243.39999999999
4261,44355.99999999998
4262,44303.59999999998
4263,44511.99999999998
4264,44662.89999999998
4265,44539.89999999998
4266,44488.59999999998
4267,44201.19999999998
4268,44453.99999999998
4269,44205.99999999998
4270,44305.39999999998
4271,44310.49999999997
4272,44322.799999999974
4273,44225.89999999998
4274,44261.199999999975
4275,44327.79999999998
4276,44264.39999999997
4277,44284.299999999974
4278,44355.59999999998
4279,44292.09999999998
4280,44406.09999999996
4281,44413.49999999997
4282,44355.69999999997
4283,44550.99999999997
4284,44436.49999999997
4285,44413.79999999997
4286,44348.799999999974
4287,44331.89999999997
4288,44273.399999999965
4289,44453.799999999974
4290,44282.39999999997
4291,44461.39999999998
4292,44333.699999999975
4293,44252.799999999974
4294,44389.49999999998
4295,44252.49999999998
4296,44260.49999999998
4297,44410.59999999998
4298,44279.299999999974
4299,44397.89999999998
4300,44211.599999999984
4301,44478.999999999985
4302,44165.29999999998
4303,44396.99999999998
4304,44374.299999999974
4305,44479.29999999998
4306,44389.699999999975
4307,44354.29999999997
4308,44400.49999999997
4309,44244.799999999974
4310,44306.799999999974
4311,44253.699999999975
4312,44396.09999999997
4313,44259.99999999997
4314,44302.09999999997
4315,44487.19999999996
4316,44292.59999999997
4317,44425.999999999956
4318,44314.999999999956
4319,44454.999999999956
4320,44273.29999999996
4321,44481.799999999974
4322,44364.799999999974
4323,44247.49999999997
4324,44445.19999999996
4325,44152.29999999997
4326,44345.399999999965
4327,44471.29999999997
4328,44248.69999999997
4329,44493.99999999997
4330,44304.69999999997
4331,44527.39999999997
4332,44427.99999999997
4333,44369.39999999997
4334,44405.39999999997
4335,44541.99999999997
4336,44161.39999999997
4337,44284.299999999974
4338,44517.39999999997
4339,44146.59999999997
4340,44442.99999999998
4341,44289.89999999997
4342,44595.59999999998
4343,44537.799999999974
4344,44511.799999999974
4345,44210.99999999998
4346,44313.299999999974
4347,44403.49999999998
4348,44199.599999999984
4349,44338.89999999999
4350,44480.39999999998
4351,44197.39999999998
4352,44447.299999999996
4353,44443.299999999996
4354,44306.29999999999
4355,44307.99999999999
4356,44518.09999999999
4357,44261.99999999999
4358,44554.99999999999
4359,44420.1
4360,44535.99999999999
4361,44397.6
4362,44634.69999999999
4363,44543.999999999985
4364,44492.69999999998
4365,44503.99999999999
4366,44249.79999999998
4367,44515.99999999999
4368,44191.499999999985
4369,44448.99999999999
4370,44362.499999999985
4371,44420.89999999999
4372,44319.799999999996
4373,44175.69999999998
4374,44249.19999999998
4375,44381.499999999985
4376,44370.29999999999
4377,44381.599999999984
4378,44350.29999999998
4379,44264.999999999985
4380,44327.799999999974
4381,44304.499999999985
4382,44383.09999999998
4383,44364.89999999998
4384,44318.89999999999
4385,44438.999999999985
4386,44234.79999999998
4387,44316.599999999984
4388,44508.29999999998
4389,44117.39999999998
4390,44306.09999999998
4391,44228.89999999999
4392,44329.09999999999
4393,44271.59999999999
4394,44340.89999999999
4395,44302.89999999999
4396,44350.19999999999
4397,44311.99999999999
4398,44410.79999999999
4399,44241.59999999999
4400,44521.8
4401,44249.7
4402,44676.80000000001
4403,44480.30000000001
4404,44432.00000000001
4405,44345.40000000001
4406,44366.200000000004
4407,44381.30000000001
4408,44304.400000000016
4409,44294.60000000001
4410,44345.000000000015
4411,44287.20000000001
4412,44284.900000000016
4413,44312.10000000001
4414,44387.10000000001
4415,44244.000000000015
4416,44469.2
4417,44436.4
4418,44358.8
4419,44324.2
4420,44368.90000000001
4421,44317.70000000001
4422,44330.700000000004
4423,44210.700000000004
4424,44220.90000000001
4425,44503.1
4426,44207.9
4427,44210.600000000006
4428,44242.50000000001
4429,44312.40000000001
4430,44233.20000000001
4431,44423.30000000001
4432,44134.200000000004
4433,44489.00000000001
4434,44222.600000000006
4435,44421.00000000001
4436,44460.00000000001
4437,44369.00000000001
4438,44464.00000000001
4439,44093.20000000001
4440,44383.00000000001
4441,44173.30000000001
4442,44516.00000000001
4443,44215.600000000006
4444,44361.700000000004
4445,44317.80000000001
4446,44280.60000000001
4447,44312.700000000004
4448,44360.8
4449,44400.4
4450,44383.99999999999
4451,44374.0
4452,44248.1
4453,44334.2
4454,44269.799999999996
4455,44509.9
4456,44116.9
4457,44385.2
4458,44417.100000000006
4459,44421.0
4460,44411.3
4461,44560.00000000001
4462,44295.20000000001
4463,44563.00000000001
4464,44265.20000000001
4465,44429.30000000001
4466,44297.600000000006
4467,44401.60000000001
4468,44335.000000000015
4469,44165.40000000001
4470,44530.000000000015
4471,44267.500000000015
4472,44424.000000000015
4473,44186.80000000001
4474,44487.000000000015
4475,44134.30000000002
4476,44326.60000000001
4477,44364.20000000002
4478,44278.900000000016
4479,44457.70000000002
4480,44385.80000000002
4481,44312.70000000001
4482,44250.70000000001
4483,44403.30000000002
4484,44268.20000000001
4485,44480.00000000001
4486,44123.70000000001
4487,44409.000000000015
4488,44294.90000000001
4489,44285.60000000001
4490,44263.8
4491,44336.8
4492,44394.3
4493,44406.5
4494,44322.7
4495,44536.00000000001
4496,44219.80000000001
4497,44431.200000000004
4498,44396.90000000001
4499,44400.00000000001
4500,44279.50000000001
4501,44308.80000000001
4502,44377.50000000001
4503,44292.80000000001
4504,44289.100000000006
4505,44291.60000000001
4506,44314.900000000016
4507,44386.80000000002
4508,44276.30000000002
4509,44531.500000000015
4510,44483.70000000001
4511,44442.90000000002
4512,44307.000000000015
4513,44449.000000000015
4514,44131.000000000015
4515,44348.000000000015
4516,44401.3
4517,44234.3
4518,44347.3
4519,44310.8
4520,44347.7
4521,44262.700000000004
4522,44441.8
4523,44353.700000000004
4524,44451.00000000001
4525,44416.50000000001
4526,44275.00000000001
4527,44615.0
4528,44595.9
4529,44675.80000000001
4530,44415.50000000001
4531,44517.00000000001
4532,44252.50000000001
4533,44317.30000000001
4534,44321.600000000006
4535,44341.20000000001
4536,44365.000000000015
4537,44163.000000000015
4538,44464.000000000015
4539,44402.70000000001
4540,44366.70000000001
4541,44373.00000000001
4542,44315.700000000004
4543,44363.100000000006
4544,44419.4
4545,44099.50000000001
4546,44306.50000000001
4547,44256.8
4548,44309.40000000001
4549,44309.50000000001
4550,44460.40000000001
4551,44329.50000000001
4552,44587.200000000004
4553,44479.200000000004
4554,44319.4
4555,44213.3
4556,44330.0
4557,44224.2
4558,44456.600000000006
4559,44220.7
4560,44445.09999999999
4561,44360.99999999999
4562,44196.69999999999
4563,44396.899999999994
4564,44221.299999999996
4565,44397.9
4566,44355.2
4567,44422.69999999999
4568,44329.39999999999
4569,44559.39999999999
4570,44416.999999999985
4571,44567.999999999985
4572,44200.69999999998
4573,44295.79999999999
4574,44320.89999999999
4575,44309.399999999994
4576,44416.29999999998
4577,44193.89999999998
4578,44366.899999999994
4579,44372.799999999996
4580,44430.19999999999
4581,44252.1
4582,44351.299999999996
4583,44497.49999999999
4584,44094.99999999999
4585,44345.499999999985
4586,44407.69999999999
4587,44276.89999999999
4588,44360.299999999996
4589,44293.69999999999
4590,44333.299999999996
4591,44495.59999999999
4592,44224.59999999999
4593,44222.29999999999
4594,44308.999999999985
4595,44200.49999999998
4596,44381.999999999985
4597,44269.499999999985
4598,44227.699999999975
4599,44434.99999999998
4600,44253.69999999998
4601,44405.69999999998
4602,44286.39999999998
4603,44313.79999999999
4604,44400.29999999999
4605,44215.99999999999
4606,44412.999999999985
4607,44172.099999999984
4608,44377.99999999998
4609,44243.39999999999
4610,44355.99999999998
4611,44303.59999999998
4612,44511.99999999998
4613,44662.89999999998
4614,44539.89999999998
4615,44488.59999999998
4616,44201.19999999998
4617,44453.99999999998
4618,44205.99999999998
4619,44305.39999999998
4620,44310.49999999997
4621,44322.799999999974
4622,44225.89999999998
4623,44261.199999999975
4624,44327.79999999998
4625,44264.39999999997
4626,44284.299999999974
4627,44355.59999999998
4628,44292.09999999998
4629,44406.09999999996
4630,44413.49999999997
4631,44355.69999999997
4632,44550.99999999997
4633,44436.49999999997
4634,44413.79999999997
4635,44348.799999999974
4636,44331.89999999997
4637,44273.399999999965
4638,44453.799999999974
4639,44282.39999999997
4640,44461.39999999998
4641,44333.699999999975
4642,44252.799999999974
4643,44389.49999999998
4644,44252.49999999998
4645,44260.49999999998
4646,44410.59999999998
4647,44279.299999999974
4648,44397.89999999998
4649,44211.599999999984
4650,44478.999999999985
4651,44165.29999999998
4652,44396.99999999998
4653,44374.299999999974
4654,44479.29999999998
4655,44389.699999999975
4656,44354.29999999997
4657,44400.49999999997
4658,44244.799999999974
4659,44306.799999999974
4660,44253.699999999975
4661,44396.09999999997
4662,44259.99999999997
4663,44302.09999999997
4664,44487.19999999996
4665,44292.59999999997
4666,44425.999999999956
4667,44314.999999999956
4668,44454.999999999956
4669,44273.29999999996
4670,44481.799999999974
4671,44364.799999999974
4672,44247.49999999997
4673,44445.19999999996
4674,44152.29999999997
4675,44345.399999999965
4676,44471.29999999997
4677,44248.69999999997
4678,44493.99999999997
4679,44304.69999999997
4680,44527.39999999997
4681,44427.99999999997
4682,44369.39999999997
4683,44405.39999999997
4684,44541.99999999997
4685,44161.39999999997
4686,44284.299999999974
4687,44517.39999999997
4688,44146.59999999997
4689,44442.99999999998
4690,44289.89999999997
4691,44595.59999999998
4692,44537.799999999974
4693,44511.799999999974
4694,44210.99999999998
4695,44313.299999999974
4696,44403.49999999998
4697,44199.599999999984
4698,44338.89999999999
4699,44480.39999999998
4700,44197.39999999998
4701,44447.299999999996
4702,44443.299999999996
4703,44306.29999999999
4704,44307.99999999999
4705,44518.09999999999
4706,44261.99999999999
4707,44554.99999999999
4708,44420.1
4709,44535.99999999999
4710,44397.6
4711,44634.69999999999
4712,44543.999999999985
4713,44492.69999999998
4714,44503.99999999999
4715,44249.79999999998
4716,44515.99999999999
4717,44191.499999999985
4718,44448.99999999999
4719,44362.499999999985
4720,44420.89999999999
4721,44319.799999999996
4722,44175.69999999998
4723,44249.19999999998
4724,44381.499999999985
4725,44370.29999999999
4726,44381.599999999984
4727,44350.29999999998
4728,44264.999999999985
4729,44327.799999999974
4730,44304.499999999985
4731,44383.09999999998
4732,44364.89999999998
4733,44318.89999999999
4734,44438.999999999985
4735,44234.79999999998
4736,44316.599999999984
4737,44508.29999999998
4738,44117.39999999998
4739,44306.09999999998
4740,44228.89999999999
4741,44329.09999999999
4742,44271.59999999999
4743,44340.89999999999
4744,44302.89999999999
4745,44350.19999999999
4746,44311.99999999999
4747,44410.79999999999
4748,44241.59999999999
4749,44521.8
4750,44249.7
4751,44676.80000000001
4752,44480.30000000001
4753,44432.00000000001
4754,44345.40000000001
4755,44366.200000000004
4756,44381.30000000001
4757,44304.400000000016
4758,44294.60000000001
4759,44345.000000000015
4760,44287.20000000001
4761,44284.900000000016
4762,44312.10000000001
4763,44387.10000000001
4764,44244.000000000015
4765,44469.2
4766,44436.4
4767,44358.8
4768,44324.2
4769,44368.90000000001
4770,44317.70000000001
4771,44330.700000000004
